id,brand,product_name,category,variant,key_specs,source_url,image_url,marketplace,price
82,Adidas,Optimé 3-Stripes Full Length Leggings,Leggings,Red,Move with confidence in these adidas leggings. The four-way stretch fabric moves with you and has a sleek feel next to your skin.,,"https://assets.adidas.com/images/w_1880,f_auto,q_auto/4531101d9c8c4f0a81db035548fe1541_9366/JP2481_21_model_hover.jpg",adidas.com,900000
83,Under Armour,UA Vanish Seamless,Tops,Blue Smoke,Women's Loose Long Sleeve,,https://underarmour.scene7.com/is/image/Underarmour/V5-1384407-418_FC?rp=standard-0pad%7CpdpMainDesktop&scl=1&fmt=jpg&qlt=85&resMode=sharp2&cache=on%2Con&bgc=F0F0F0&wid=566&hei=708&size=566%2C708 ,uniqlo.com,747000
84,Under Armour,UA Motion,Tops,Prime Pink,Women's ½ Zip,,https://underarmour.scene7.com/is/image/Underarmour/V5-6001618-647_FC?rp=standard-0pad%7CpdpMainDesktop&scl=1&fmt=jpg&qlt=85&resMode=sharp2&cache=on%2Con&bgc=F0F0F0&wid=566&hei=708&size=566%2C708,uniqlo.com,713000
85,Under Armour,UA Motion,Tops,Jasper Blue,Women's ½ Zip,,https://underarmour.scene7.com/is/image/Underarmour/V5-6001618-587_FC?rp=standard-0pad%7CpdpMainDesktop&scl=1&fmt=jpg&qlt=85&resMode=sharp2&cache=on%2Con&bgc=F0F0F0&wid=566&hei=708&size=566%2C708,uniqlo.com,713000
86,Nike,Nike Zenvy,Tops,Black,Women's Dri-FIT Full-Zip Long-Sleeve Top,,https://static.nike.com/a/images/t_web_pdp_535_v2/f_auto/1b734a77-2899-431b-98ac-86f53f09138b/W+NK+INF+DF+FZ+LS+TOP.png,nike.com,1494000
87,Nike,Nike Zenvy,Tops,Burgundy Crush,Women's Dri-FIT Full-Zip Long-Sleeve Top,,https://static.nike.com/a/images/t_web_pdp_535_v2/f_auto/9ec5b0b8-5151-4d23-9aad-f95d2d80d9a4/W+NK+INF+DF+FZ+LS+TOP.png,nike.com,1494000
88,Nike,Nike Primary,Tops,Black,Men's Dri-FIT Versatile Tank,,https://static.nike.com/a/images/t_web_pdp_535_v2/f_auto/a825afbf-a2c1-4ad8-a3a7-f3a4b29d78b8/M+NK+DF+PRIMARY+STMT+TANK.png,nike.com,913000
89,Nike,Nike Primary,Tops,Brown,Men's Dri-FIT Versatile Tank,,https://static.nike.com/a/images/t_web_pdp_535_v2/f_auto/a5a290b5-31fa-41b3-95b3-8f1a30c571a8/M+NK+DF+PRIMARY+STMT+TANK.png,nike.com,913000
90,Nike,Nike Yoga Dri-FIT Luxe,Pants,Black,Women's High-Waisted 7/8 Infinalon Leggings,,https://static.nike.com/a/images/t_web_pdp_535_v2/f_auto/shrgionrlsfxaqasxyth/THE+NIKE+YOGA+LUXE+7%2F8+TIGHT.png,nike.com,1494000
91,Nike,Nike Zenvy,Tops,Burgundy Crush,Women's Dri-FIT Tank Top,,https://static.nike.com/a/images/t_web_pdp_535_v2/f_auto/8bfd0837-bbed-4fe5-a9b1-34e67233d589/W+NK+ZENVY+DF+TANK+NV.png,nike.com,1245000
92,Nike,Training Mat 2.0,Mat,Black,"Push to the max with the Nike Training Mat 2.0. High-density foam offers maximum cushioning to keep you comfortable while you work. With an easy roll-up design and adjustable carrying strap, this mat is ready to go anywhere with you.",,https://static.nike.com/a/images/t_web_pdp_535_v2/f_auto/7779e6d9-7432-4668-8cd1-0e99e7a34479/NIKE+TRAINING+MAT+2.0.png,nike.com,1245000
93,Nike,Nike Zenvy,Tops,Black,Women's Light-Support Lightly Lined Sports Bra,,https://static.nike.com/a/images/t_web_pdp_535_v2/f_auto/a887822f-ded0-4ca0-a41a-21618cb49807/W+NK+ZENVY+BRA+CS+SSNL.png,nike.com,1245000
94,Nike,Nike Zenvy,Tops,Burgundy Crush,Women's Light-Support Lightly Lined Sports Bra,,https://static.nike.com/a/images/t_web_pdp_535_v2/f_auto/43534ca6-59d0-4005-aee9-40e00a5fea71/W+NK+ZENVY+BRA+CS+SSNL.png,nike.com,1245000
95,BetterMe,Toning Pilates Ring,Ring,Ivory,"Elevate your pilates routine with the Toning Pilates Ring. Crafted for ease and effectiveness, this ring helps target and tone muscles with every move.",,https://store.betterme.world/cdn/shop/files/img_2_97a748f7-fba9-497c-a751-2e65620504f7_1000x.jpg?v=1759503248,https://store.betterme.world/collections/pilates-equipment?utm_source=google&utm_medium=cpc&utm_campaign=pmax_cid22989644145/600&utm_content=&utm_term=&gad_source=1&gad_campaignid=22999981912&gbraid=0AAAAAoQFehHoUUPpXOZE114g20dvUTh08&gclid=CjwKCAjwx-zHBhBhEiwA7Kjq62JoJj3SPsHxDp3KoNRzf2aiQ6V2MTLLVH7c08XBMUpq5J8I5u_FjRoCe1oQAvD_BwE,1500000
96,BetterMe,Toning Pilates Ring,Ring,Raspberry Pink,"Elevate your pilates routine with the Toning Pilates Ring. Crafted for ease and effectiveness, this ring helps target and tone muscles with every move.",,https://store.betterme.world/cdn/shop/files/img_2_41a370ea-f5f5-4da7-99f3-a2f0a97db537_1000x.jpg?v=1759505828,https://store.betterme.world/collections/pilates-equipment?utm_source=google&utm_medium=cpc&utm_campaign=pmax_cid22989644145/600&utm_content=&utm_term=&gad_source=1&gad_campaignid=22999981912&gbraid=0AAAAAoQFehHoUUPpXOZE114g20dvUTh08&gclid=CjwKCAjwx-zHBhBhEiwA7Kjq62JoJj3SPsHxDp3KoNRzf2aiQ6V2MTLLVH7c08XBMUpq5J8I5u_FjRoCe1oQAvD_BwE,1500000
97,BetterMe,Toning Pilates Ring,Ring,Subtle Mint,"Elevate your pilates routine with the Toning Pilates Ring. Crafted for ease and effectiveness, this ring helps target and tone muscles with every move.",,https://store.betterme.world/cdn/shop/files/img_2_3a232128-43be-4cf8-a50d-be7769d04af3_1000x.jpg?v=1759505541,https://store.betterme.world/collections/pilates-equipment?utm_source=google&utm_medium=cpc&utm_campaign=pmax_cid22989644145/600&utm_content=&utm_term=&gad_source=1&gad_campaignid=22999981912&gbraid=0AAAAAoQFehHoUUPpXOZE114g20dvUTh08&gclid=CjwKCAjwx-zHBhBhEiwA7Kjq62JoJj3SPsHxDp3KoNRzf2aiQ6V2MTLLVH7c08XBMUpq5J8I5u_FjRoCe1oQAvD_BwE,1500000
98,BetterMe,Toning Pilates Ring,Ring,Stone Gray,"Elevate your pilates routine with the Toning Pilates Ring. Crafted for ease and effectiveness, this ring helps target and tone muscles with every move.",,https://store.betterme.world/cdn/shop/files/img_2_bc7820ff-8fd3-425b-873a-ce2ad34e49fa_1000x.jpg?v=1759506308,https://store.betterme.world/collections/pilates-equipment?utm_source=google&utm_medium=cpc&utm_campaign=pmax_cid22989644145/600&utm_content=&utm_term=&gad_source=1&gad_campaignid=22999981912&gbraid=0AAAAAoQFehHoUUPpXOZE114g20dvUTh08&gclid=CjwKCAjwx-zHBhBhEiwA7Kjq62JoJj3SPsHxDp3KoNRzf2aiQ6V2MTLLVH7c08XBMUpq5J8I5u_FjRoCe1oQAvD_BwE,1500000
99,BetterMe,Toning Pilates Ring,Ring,Serenity Blue,"Elevate your pilates routine with the Toning Pilates Ring. Crafted for ease and effectiveness, this ring helps target and tone muscles with every move.",,https://store.betterme.world/cdn/shop/files/img_2_e6c3bf6f-c119-489a-812d-a97cb8e32ba5_1000x.jpg?v=1759504624,https://store.betterme.world/collections/pilates-equipment?utm_source=google&utm_medium=cpc&utm_campaign=pmax_cid22989644145/600&utm_content=&utm_term=&gad_source=1&gad_campaignid=22999981912&gbraid=0AAAAAoQFehHoUUPpXOZE114g20dvUTh08&gclid=CjwKCAjwx-zHBhBhEiwA7Kjq62JoJj3SPsHxDp3KoNRzf2aiQ6V2MTLLVH7c08XBMUpq5J8I5u_FjRoCe1oQAvD_BwE,1500000
100,BetterMe,Toning Pilates Ring,Ring,Mocha,"Elevate your pilates routine with the Toning Pilates Ring. Crafted for ease and effectiveness, this ring helps target and tone muscles with every move.",,https://store.betterme.world/cdn/shop/files/img_2_0f5dbc9c-b770-44cc-a606-114323f5d493_1000x.jpg?v=1759501597,,1500000
